"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"191",54,"self-employed","married","basic.9y","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
"192",58,"blue-collar","divorced","unknown","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"193",43,"services","divorced","basic.6y","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
"194",36,"entrepreneur","married","basic.6y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"195",54,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","wed",2,4,1,"success",-0.1,93.2,-42,4.12,5195.8,"no"
"196",35,"technician","single","professional.course","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"197",27,"technician","single","professional.course","no","no","no","cellular","apr","tue",3,999,1,"failure",-1.8,93.749,-34.6,0.638,5008.7,"no"
"198",56,"services","divorced","high.school","unknown","yes","no","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"199",39,"technician","divorced","professional.course","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes"
"200",31,"technician","married","university.degree","no","no","no","cellular","sep","thu",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"no"
"201",26,"student","single","professional.course","no","yes","no","cellular","jun","wed",1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
"202",43,"unemployed","married","university.degree","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"203",32,"blue-collar","married","basic.6y","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes"
"204",51,"unemployed","married","professional.course","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"205",35,"services","single","basic.4y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"206",36,"entrepreneur","married","high.school","no","yes","no","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"207",40,"admin.","married","professional.course","no","yes","yes","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"208",46,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"209",34,"admin.","single","university.degree","no","no","no","cellular","nov","thu",1,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"210",44,"admin.","married","university.degree","unknown","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"211",33,"services","married","professional.course","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"212",36,"self-employed","single","university.degree","no","yes","no","cellular","nov","mon",4,999,1,"failure",-3.4,92.649,-30.1,0.722,5017.5,"no"
"213",36,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"214",30,"technician","married","professional.course","no","no","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"215",34,"services","married","high.school","no","no","no","telephone","jun","fri",14,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"216",32,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"217",32,"management","divorced","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"218",45,"management","married","basic.9y","no","yes","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"219",31,"technician","married","university.degree","no","yes","no","cellular","jun","fri",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
"220",53,"admin.","married","high.school","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"221",29,"services","single","university.degree","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"222",54,"management","divorced","university.degree","no","yes","no","cellular","oct","thu",2,6,1,"success",-3.4,92.431,-26.9,0.741,5017.5,"yes"
"223",30,"technician","unknown","university.degree","no","no","no","cellular","oct","fri",2,16,1,"success",-1.1,94.601,-49.5,0.942,4963.6,"no"
"224",40,"admin.","married","basic.9y","unknown","yes","yes","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"225",58,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"226",59,"retired","divorced","basic.4y","unknown","no","yes","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"227",52,"management","married","basic.4y","unknown","no","no","telephone","may","mon",35,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"228",31,"services","married","professional.course","unknown","no","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"229",38,"admin.","divorced","high.school","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"230",29,"admin.","single","high.school","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"231",40,"admin.","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"232",54,"technician","married","basic.9y","no","no","no","telephone","jun","fri",9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"233",36,"housemaid","divorced","basic.9y","unknown","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"234",23,"student","single","unknown","no","no","no","cellular","jul","tue",2,16,1,"success",-1.7,94.215,-40.3,0.876,4991.6,"yes"
"235",32,"services","married","high.school","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes"
"236",31,"admin.","single","university.degree","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"237",33,"admin.","married","university.degree","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.732,4991.6,"no"
"238",41,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"239",27,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"240",28,"admin.","single","university.degree","no","yes","no","cellular","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"241",41,"services","divorced","basic.9y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"242",35,"entrepreneur","married","basic.9y","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"243",25,"admin.","single","high.school","no","no","no","telephone","jul","mon",21,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"244",35,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"245",50,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"246",37,"blue-collar","single","unknown","no","no","no","telephone","jun","wed",10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"247",53,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"248",43,"technician","single","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"249",35,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"250",53,"technician","divorced","university.degree","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"251",40,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"252",49,"admin.","married","high.school","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"253",56,"blue-collar","married","basic.4y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"254",36,"blue-collar","single","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"255",53,"housemaid","married","basic.4y","no","yes","no","cellular","sep","fri",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.773,5017.5,"no"
"256",31,"admin.","single","basic.9y","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"257",31,"student","single","university.degree","no","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",-1.7,94.215,-40.3,0.885,4991.6,"yes"
"258",32,"admin.","single","university.degree","no","no","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"259",33,"services","single","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"260",33,"admin.","single","university.degree","no","no","yes","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"261",24,"admin.","single","high.school","no","yes","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"262",43,"services","married","high.school","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"263",45,"entrepreneur","divorced","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
"264",55,"housemaid","married","professional.course","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"265",38,"admin.","divorced","high.school","no","yes","yes","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"266",46,"technician","divorced","professional.course","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"267",56,"technician","divorced","professional.course","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"268",32,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"269",32,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"270",32,"student","single","university.degree","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"271",23,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"272",33,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"273",22,"student","single","high.school","no","no","no","cellular","aug","thu",2,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"no"
"274",33,"management","married","high.school","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"275",59,"retired","divorced","university.degree","unknown","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"276",32,"blue-collar","married","professional.course","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"277",47,"unemployed","divorced","basic.9y","no","no","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"278",31,"student","single","unknown","no","yes","no","telephone","sep","mon",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
"279",29,"services","married","high.school","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"280",26,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"281",37,"admin.","married","high.school","no","no","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"282",26,"admin.","married","high.school","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"283",26,"admin.","married","university.degree","no","no","no","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"284",47,"management","married","university.degree","no","no","no","telephone","nov","tue",3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"285",51,"entrepreneur","married","basic.4y","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"286",24,"technician","single","professional.course","no","no","no","cellular","jun","tue",1,4,1,"success",-2.9,92.963,-40.8,1.206,5076.2,"yes"
"287",28,"admin.","single","university.degree","no","yes","no","cellular","sep","fri",1,1,3,"success",-3.4,92.379,-29.8,0.773,5017.5,"yes"
"288",29,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.749,-34.6,0.643,5008.7,"no"
"289",38,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"290",31,"services","single","high.school","no","yes","no","telephone","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"291",27,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"292",31,"technician","married","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"293",46,"housemaid","divorced","basic.4y","unknown","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"294",37,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"295",28,"technician","single","university.degree","no","yes","yes","cellular","oct","wed",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
"296",38,"entrepreneur","married","basic.9y","no","no","no","cellular","nov","thu",5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"297",28,"services","married","high.school","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"298",38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"299",44,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"300",40,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"301",40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",15,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"302",39,"blue-collar","single","university.degree","no","no","no","cellular","may","wed",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"303",56,"retired","married","basic.4y","unknown","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"304",43,"admin.","single","university.degree","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"305",35,"admin.","married","university.degree","no","yes","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"306",34,"technician","married","professional.course","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"307",30,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"308",37,"blue-collar","married","professional.course","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"309",35,"admin.","single","university.degree","no","no","yes","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"310",53,"management","married","university.degree","no","yes","no","cellular","nov","fri",4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"311",28,"blue-collar","single","unknown","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"312",47,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"313",51,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"314",41,"management","married","high.school","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
