"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
36,"entrepreneur","married","basic.6y","no","yes","no","telephone","may","tue",284,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
54,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","wed",159,2,4,1,"success",-0.1,93.2,-42,4.12,5195.8,"no"
35,"technician","single","professional.course","no","yes","no","cellular","aug","tue",300,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
27,"technician","single","professional.course","no","no","no","cellular","apr","tue",127,3,999,1,"failure",-1.8,93.749,-34.6,0.638,5008.7,"no"
56,"services","divorced","high.school","unknown","yes","no","cellular","jul","mon",761,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"technician","divorced","professional.course","no","yes","no","cellular","may","wed",597,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes"
31,"technician","married","university.degree","no","no","no","cellular","sep","thu",261,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"no"
26,"student","single","professional.course","no","yes","no","cellular","jun","wed",96,1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
43,"unemployed","married","university.degree","unknown","no","no","telephone","may","thu",456,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
32,"blue-collar","married","basic.6y","no","no","no","telephone","jun","fri",642,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes"
51,"unemployed","married","professional.course","no","no","no","telephone","may","tue",171,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"services","single","basic.4y","no","no","no","telephone","jun","mon",651,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
36,"entrepreneur","married","high.school","no","yes","no","telephone","nov","mon",104,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"admin.","married","professional.course","no","yes","yes","cellular","jul","thu",203,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
46,"technician","married","professional.course","no","no","no","cellular","aug","tue",92,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
34,"admin.","single","university.degree","no","no","no","cellular","nov","thu",135,1,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
44,"admin.","married","university.degree","unknown","yes","no","telephone","jun","thu",18,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
33,"services","married","professional.course","no","yes","yes","cellular","aug","thu",331,1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
36,"self-employed","single","university.degree","no","yes","no","cellular","nov","mon",69,4,999,1,"failure",-3.4,92.649,-30.1,0.722,5017.5,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",248,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
30,"technician","married","professional.course","no","no","yes","telephone","may","fri",393,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"services","married","high.school","no","no","no","telephone","jun","fri",9,14,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
32,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",245,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"management","divorced","university.degree","no","yes","no","cellular","may","tue",313,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
45,"management","married","basic.9y","no","yes","no","telephone","jun","fri",37,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
31,"technician","married","university.degree","no","yes","no","cellular","jun","fri",276,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
53,"admin.","married","high.school","no","yes","no","cellular","may","fri",45,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
29,"services","single","university.degree","unknown","yes","no","telephone","may","mon",78,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
54,"management","divorced","university.degree","no","yes","no","cellular","oct","thu",234,2,6,1,"success",-3.4,92.431,-26.9,0.741,5017.5,"yes"
30,"technician","unknown","university.degree","no","no","no","cellular","oct","fri",131,2,16,1,"success",-1.1,94.601,-49.5,0.942,4963.6,"no"
40,"admin.","married","basic.9y","unknown","yes","yes","telephone","may","mon",184,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
58,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","wed",127,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
59,"retired","divorced","basic.4y","unknown","no","yes","telephone","jun","fri",13,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
52,"management","married","basic.4y","unknown","no","no","telephone","may","mon",88,35,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
31,"services","married","professional.course","unknown","no","yes","cellular","aug","wed",80,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
38,"admin.","divorced","high.school","no","no","no","telephone","may","thu",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
29,"admin.","single","high.school","no","no","no","cellular","may","fri",553,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
40,"admin.","married","high.school","no","no","no","telephone","may","fri",171,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
54,"technician","married","basic.9y","no","no","no","telephone","jun","fri",63,9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
36,"housemaid","divorced","basic.9y","unknown","yes","no","cellular","nov","wed",107,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
23,"student","single","unknown","no","no","no","cellular","jul","tue",165,2,16,1,"success",-1.7,94.215,-40.3,0.876,4991.6,"yes"
32,"services","married","high.school","no","yes","no","cellular","may","thu",1129,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes"
31,"admin.","single","university.degree","no","no","no","telephone","jun","fri",213,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
33,"admin.","married","university.degree","no","no","no","telephone","jun","fri",80,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.732,4991.6,"no"
41,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",420,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","mon",80,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"admin.","single","university.degree","no","yes","no","cellular","may","fri",119,4,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
41,"services","divorced","basic.9y","no","no","no","telephone","jun","thu",147,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"entrepreneur","married","basic.9y","no","no","no","cellular","jul","tue",291,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
25,"admin.","single","high.school","no","no","no","telephone","jul","mon",184,21,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
35,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",21,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
50,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",46,5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
37,"blue-collar","single","unknown","no","no","no","telephone","jun","wed",65,10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
53,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","fri",899,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
43,"technician","single","professional.course","no","no","no","cellular","aug","tue",165,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
35,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","tue",131,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
53,"technician","divorced","university.degree","no","yes","no","telephone","may","wed",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",296,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
49,"admin.","married","high.school","unknown","yes","no","cellular","jul","thu",71,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
56,"blue-collar","married","basic.4y","no","no","no","telephone","may","mon",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","single","high.school","no","no","no","cellular","jul","fri",425,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
53,"housemaid","married","basic.4y","no","yes","no","cellular","sep","fri",129,2,999,0,"nonexistent",-3.4,92.379,-29.8,0.773,5017.5,"no"
31,"admin.","single","basic.9y","no","yes","no","telephone","may","fri",38,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
31,"student","single","university.degree","no","yes","yes","cellular","jul","fri",350,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.885,4991.6,"yes"
32,"admin.","single","university.degree","no","no","no","cellular","may","fri",61,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
33,"services","single","high.school","no","no","no","telephone","may","fri",326,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"admin.","single","university.degree","no","no","yes","cellular","jul","tue",263,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
24,"admin.","single","high.school","no","yes","no","cellular","jul","wed",145,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
43,"services","married","high.school","no","yes","no","telephone","jun","thu",268,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
45,"entrepreneur","divorced","university.degree","no","yes","no","cellular","apr","thu",132,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
55,"housemaid","married","professional.course","no","yes","yes","telephone","may","fri",85,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"admin.","divorced","high.school","no","yes","yes","cellular","jul","fri",164,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"technician","divorced","professional.course","no","yes","no","telephone","may","mon",144,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"technician","divorced","professional.course","no","yes","no","cellular","aug","fri",151,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
32,"technician","married","professional.course","no","no","no","cellular","aug","tue",215,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
32,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",114,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
32,"student","single","university.degree","no","no","no","cellular","may","fri",209,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
23,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","tue",283,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","tue",186,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
22,"student","single","high.school","no","no","no","cellular","aug","thu",53,2,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"no"
33,"management","married","high.school","unknown","yes","no","telephone","may","thu",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
59,"retired","divorced","university.degree","unknown","no","no","cellular","jul","tue",46,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
32,"blue-collar","married","professional.course","no","yes","no","telephone","jun","mon",26,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
47,"unemployed","divorced","basic.9y","no","no","no","cellular","apr","wed",125,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
29,"services","married","high.school","no","yes","no","cellular","may","thu",343,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
26,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",295,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"admin.","married","high.school","no","no","no","cellular","may","tue",305,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
26,"admin.","married","high.school","no","no","yes","telephone","may","mon",346,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
26,"admin.","married","university.degree","no","no","no","cellular","jul","tue",503,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
47,"management","married","university.degree","no","no","no","telephone","nov","tue",195,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
51,"entrepreneur","married","basic.4y","unknown","no","no","telephone","may","fri",277,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
24,"technician","single","professional.course","no","no","no","cellular","jun","tue",227,1,4,1,"success",-2.9,92.963,-40.8,1.206,5076.2,"yes"
28,"admin.","single","university.degree","no","yes","no","cellular","sep","fri",91,1,1,3,"success",-3.4,92.379,-29.8,0.773,5017.5,"yes"
29,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",237,4,999,0,"nonexistent",-1.8,93.749,-34.6,0.643,5008.7,"no"
38,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri",136,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"services","single","high.school","no","yes","no","telephone","nov","wed",88,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
27,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","mon",235,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
31,"technician","married","university.degree","no","yes","no","cellular","aug","mon",314,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
46,"housemaid","divorced","basic.4y","unknown","no","yes","cellular","jul","tue",518,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
37,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",211,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"technician","single","university.degree","no","yes","yes","cellular","oct","wed",166,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
38,"entrepreneur","married","basic.9y","no","no","no","cellular","nov","thu",158,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
28,"services","married","high.school","no","yes","no","cellular","jul","tue",124,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",143,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",188,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",91,15,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"blue-collar","single","university.degree","no","no","no","cellular","may","wed",9,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
56,"retired","married","basic.4y","unknown","no","no","cellular","aug","wed",687,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
43,"admin.","single","university.degree","no","no","no","cellular","may","tue",107,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","may","fri",348,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
34,"technician","married","professional.course","no","no","no","cellular","jul","wed",187,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",78,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
37,"blue-collar","married","professional.course","no","no","no","telephone","may","thu",195,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
35,"admin.","single","university.degree","no","no","yes","cellular","aug","tue",371,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
53,"management","married","university.degree","no","yes","no","cellular","nov","fri",129,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
28,"blue-collar","single","unknown","no","no","no","cellular","jul","thu",437,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
47,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","tue",637,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
51,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","tue",61,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
41,"management","married","high.school","unknown","yes","no","cellular","may","tue",85,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"entrepreneur","single","university.degree","no","yes","no","cellular","may","wed",318,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
41,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",107,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
30,"blue-collar","single","basic.6y","no","yes","no","cellular","may","thu",542,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes"
43,"blue-collar","married","unknown","unknown","no","yes","telephone","may","wed",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"management","married","university.degree","no","no","no","cellular","nov","wed",143,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
